id,xmin,ymin,xmax,ymax,confidence
1.000000000000000,-72.978579895143838,7.112789596769416,-72.978575200491562,7.112784506180712,1
1.000000000000000,-72.978562912418681,7.112761547663674,-72.978558685903167,7.112756715908030,1
1.000000000000000,-72.978591564579204,7.112760149814538,-72.978587317921964,7.112753335051578,1
1.000000000000000,-72.978582839390796,7.112739729924168,-72.978579545533449,7.112735869348280,1
1.000000000000000,-72.978582237931946,7.112743889869606,-72.978579110764102,7.112740534079576,1
1.000000000000000,-72.978565951533312,7.112758597480814,-72.978562777552767,7.112754868189322,1
1.000000000000000,-72.978590336622815,7.112752745034650,-72.978586847539958,7.112747654089072,1
1.000000000000000,-72.978586389128253,7.112746692345240,-72.978583553554770,7.112742906687044,1
1.000000000000000,-72.978566120664723,7.112805915310706,-72.978560434453257,7.112800081495744,1
1.000000000000000,-72.978585624021633,7.112726811379650,-72.978578057501451,7.112718323848898,1
1.000000000000000,-72.978570737913145,7.112689010863074,-72.978567194780354,7.112685336553350,1
1.000000000000000,-72.978577596801884,7.112678611042042,-72.978571735539418,7.112671824076094,1
1.000000000000000,-72.978572770587661,7.112650479560236,-72.978566410371116,7.112644894659484,1
1.000000000000000,-72.978468815795878,7.112777233084662,-72.978463072341967,7.112770776019140,1
1.000000000000000,-72.978406931940000,7.112793514393116,-72.978402719387660,7.112788831379312,1
1.000000000000000,-72.978421817471585,7.112753314889742,-72.978417535899865,7.112748772917118,1
1.000000000000000,-72.978426052266684,7.112782572582664,-72.978418706603946,7.112775416826670,1
1.000000000000000,-72.978439608957942,7.112743827956594,-72.978435050122130,7.112739685396566,1
1.000000000000000,-72.978419138544623,7.112789249044854,-72.978413189183044,7.112783424366236,1
1.000000000000000,-72.978409454630182,7.112776278881056,-72.978403952417978,7.112770688273570,1
1.000000000000000,-72.978410947654183,7.112785319765494,-72.978405723466494,7.112780805858356,1
1.000000000000000,-72.978451382441918,7.112743621937854,-72.978448489987159,7.112740168507958,1
1.000000000000000,-72.978435858363824,7.112779467411006,-72.978432152918941,7.112775831522710,1
1.000000000000000,-72.978560741957793,7.112794562559786,-72.978558129185473,7.112792291115102,1
1.000000000000000,-72.978540059020688,7.112742864641200,-72.978533427580928,7.112736528939586,1
1.000000000000000,-72.978560050184058,7.112740099012156,-72.978554607436649,7.112734079161854,1
1.000000000000000,-72.978549578543323,7.112798846686390,-72.978546597628267,7.112795850198098,1
1.000000000000000,-72.978547276579476,7.112762336984186,-72.978544318234938,7.112758620003268,1
1.000000000000000,-72.978501307983663,7.112794958737582,-72.978495242599891,7.112789343721766,1
1.000000000000000,-72.978480193548378,7.112742133746796,-72.978473431248105,7.112735221262120,1
1.000000000000000,-72.978535932628986,7.112754094227558,-72.978528252834607,7.112745724852110,1
1.000000000000000,-72.978529763230625,7.112747678553062,-72.978524370750634,7.112741918881468,1
1.000000000000000,-72.978522903956758,7.112761702799806,-72.978516942098807,7.112754885947978,1
1.000000000000000,-72.978504725674071,7.112756273503380,-72.978498987582526,7.112749611319490,1
1.000000000000000,-72.978509661561489,7.112750078040796,-72.978503342290480,7.112743115593530,1
1.000000000000000,-72.978510312294631,7.112787689822448,-72.978505104984038,7.112782761551590,1
1.000000000000000,-72.978503393269179,7.112749727405570,-72.978498199233442,7.112744372784554,1
1.000000000000000,-72.978504174862834,7.112760126008640,-72.978501924139920,7.112756894074100,1
1.000000000000000,-72.978471348243886,7.112781908126062,-72.978466146607076,7.112776227104622,1
1.000000000000000,-72.978499571843088,7.112754160645716,-72.978496538743116,7.112750494838800,1
1.000000000000000,-72.978422287063665,7.112807611567834,-72.978416950924753,7.112801436547634,1
1.000000000000000,-72.978542463610594,7.112810374527568,-72.978537045138111,7.112805089913110,1
1.000000000000000,-72.978546479937705,7.112804127477532,-72.978540388656512,7.112798303641992,1
1.000000000000000,-72.978558540935254,7.112805438708202,-72.978552470094044,7.112798887381674,1
1.000000000000000,-72.978443405661793,7.112628154160224,-72.978440076198353,7.112624985661148,1
1.000000000000000,-72.978454690162565,7.112635256528932,-72.978449109251827,7.112630756117586,1
1.000000000000000,-72.978451862980108,7.112608851889666,-72.978445776458187,7.112603679923494,1
1.000000000000000,-72.978447568202370,7.112630907479008,-72.978444483894279,7.112627961765688,1
1.000000000000000,-72.978412173306310,7.112618776581630,-72.978408760948810,7.112614474953288,1
1.000000000000000,-72.978430227362637,7.112619573180440,-72.978426772735389,7.112615876407196,1
1.000000000000000,-72.978408390957426,7.112613222247670,-72.978403079027913,7.112607925530544,1
1.000000000000000,-72.978415626124246,7.112611759414428,-72.978409522767834,7.112605975465470,1
1.000000000000000,-72.978444768275438,7.112632623976754,-72.978437867287809,7.112626820858008,1
1.000000000000000,-72.978409456403440,7.112597472097952,-72.978403028183607,7.112592048920798,1
1.000000000000000,-72.978405136711586,7.112624449037138,-72.978402460328141,7.112622055541804,1
1.000000000000000,-72.978412001785415,7.112624125300186,-72.978409594160325,7.112621763187808,1
1.000000000000000,-72.978422775876410,7.112602144173028,-72.978420304178044,7.112599547355984,1
1.000000000000000,-72.978417926010010,7.112600056175518,-72.978415314555335,7.112597003582446,1
1.000000000000000,-72.978416889460561,7.112617599497630,-72.978413145415360,7.112615051035600,1
1.000000000000000,-72.978417560663189,7.112605825116054,-72.978415172947095,7.112603412669478,1
1.000000000000000,-72.978439047918542,7.112597818336078,-72.978436313899309,7.112595257488168,1
1.000000000000000,-72.978450966401866,7.112616968361428,-72.978448357819005,7.112614758680784,1
1.000000000000000,-72.978557155650591,7.112635123319370,-72.978550167822092,7.112628499753354,1
1.000000000000000,-72.978560862231220,7.112628323620492,-72.978554579143207,7.112621083956160,1
1.000000000000000,-72.978543769115049,7.112641100004092,-72.978537070848716,7.112634628984402,1
1.000000000000000,-72.978556837657308,7.112624958901106,-72.978551369035415,7.112619566334224,1
1.000000000000000,-72.978534672545507,7.112626942627904,-72.978530851663521,7.112622851620854,1
1.000000000000000,-72.978551991852015,7.112602902448634,-72.978547000698597,7.112597926728050,1
1.000000000000000,-72.978527448195237,7.112631698651630,-72.978524337809446,7.112628469834636,1
1.000000000000000,-72.978521512056062,7.112616979830558,-72.978518740863962,7.112614210122000,1
1.000000000000000,-72.978518175881362,7.112636873633948,-72.978513818515154,7.112633303842948,1
1.000000000000000,-72.978477793645638,7.112605604819016,-72.978471413529931,7.112598980634196,1
1.000000000000000,-72.978533599141059,7.112617914689214,-72.978528764909470,7.112613669152556,1
1.000000000000000,-72.978498373304419,7.112627505565666,-72.978493452153714,7.112622362765074,1
1.000000000000000,-72.978474711330406,7.112613329960268,-72.978468075957338,7.112607483625192,1
1.000000000000000,-72.978516792406012,7.112583585035514,-72.978512385124731,7.112578847878108,1
1.000000000000000,-72.978501132329541,7.112625731064578,-72.978497960922027,7.112622313272316,1
1.000000000000000,-72.978483375126714,7.112588970197226,-72.978480137210553,7.112585842273928,1
1.000000000000000,-72.978477099184161,7.112617763807760,-72.978474118629663,7.112615056287236,1
